protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
metaproteome,121_2A_1_Run1.Baseline,MLL+17,NA,104344.586558358,4283634.25585237,638234.818750389,2605642.0297331,3364109.65245582,1718859.11308264,3629989.57462091,745297.486373867,2895805.29838444,3477806.07795224,3847022.62449566,1280400.69000288,2413063.16739205,1778383.55083935,1768042.54223648,1984832.99782384,2791325.74739859,2675427.18080038,3273457.97585154,525643.734831041,1700495.40889095
metaproteome,121_3A_run1.LRS,MLL+17,NA,101711.021782357,4418912.66616018,835153.060478315,2666203.13464372,3473832.96161953,1751599.43375762,3822277.81685289,805553.449791266,2830218.95493117,3393460.98501514,4020738.12792466,1226554.65408805,2343295.02218652,1947187.87248973,1801962.81629013,1936882.39005648,2783693.72416404,2645183.18639238,3474920.58776382,495741.794294602,1605888.99068371
metaproteome,121_4A_Run1.HRS,MLL+17,NA,103796.461397552,4563845.5453963,618454.513811393,2728564.89318382,3916379.77655607,1744930.00612844,3685908.15787385,780139.904770462,3025453.61773175,3876381.24972562,4146092.4151465,1324286.67968907,2403346.61572587,1866399.93994719,1925542.42862759,2090060.05729648,2826688.04739338,2831422.42720963,3468176.9170089,470415.308910068,1663011.49086788
metaproteome,148_2A_Run1.Baseline,MLL+17,NA,100515.979199441,3572601.39818214,626419.659210584,2321293.77376114,2635607.74744363,1309915.0737961,3228226.49018419,668241.815313101,2352445.89609553,2748095.12448654,2853923.08757757,1083212.84527399,1726895.73235121,1569476.74522046,1218168.90648488,1566298.19225769,2134444.38048418,2315054.71192209,2921147.75526569,394356.501687861,1326127.42138066
metaproteome,148_3A_1_Run1.HRS,MLL+17,NA,89853.3845500345,3165649.81122382,443853.83281534,1992748.51920706,2571096.28046255,1122033.88010207,2666185.48253336,599103.988004063,2087653.4696349,2494684.8907739,2576819.24816054,960819.275895418,1384796.26480359,1316413.78004148,1110818.25925979,1476912.315363,1675881.75622704,1965768.21612548,2546392.60184814,249003.532848072,1002506.21011506
metaproteome,148_4A_Run1.LRS,MLL+17,NA,95978.0504058409,3917238.62743838,669196.831673099,2456201.61961832,3567030.62142271,1399256.67077692,3233865.70737031,772302.31010857,2519891.89825571,3341540.40739348,3468453.93515433,1135666.60723732,1826306.36713022,1677266.79335309,1643359.75358338,1930379.36342438,2332683.46612958,2524335.64922773,3177966.45690771,379565.341849009,1280603.98894068
metaproteome,163_2A_1_Run3.Baseline,MLL+17,NA,101697.229704609,4144156.67690974,626256.362665722,2708495.44536729,3592568.02242526,1703473.40209639,3649631.73124678,783668.354835478,2866944.97895008,3565519.61707809,3836224.21935973,1249501.64618254,2310079.54275986,1929980.9492336,1739335.92127453,2025028.93517099,2806460.44763316,2803540.22461761,3423706.37596016,494527.796051458,1636292.59560204
metaproteome,163_3A_1_Run2.LRS,MLL+17,NA,99053.452090509,6020189.16469336,1040260.38536285,3937866.11970197,7109357.3711072,2304898.1862024,4451098.81679344,1310233.3340509,3917950.84580104,6125751.14777674,6554579.24362562,1704696.44356343,3141035.96814605,2502251.51624689,3581038.73750239,3670268.50545948,4383407.51569676,4190611.44673268,4558647.88605052,706167.733149158,1985013.12849813
metaproteome,163_4A_1_Run1.HRS,MLL+17,NA,102704.086471056,5670887.89451977,1202922.61203204,3774457.33752764,6181255.1701945,2243375.49529931,4656459.65653142,1252633.68147395,3767584.78828376,5442537.17592733,5857248.3364719,1492209.19374259,3057724.83924226,2852310.00470153,3052546.55658096,3369749.67757876,4287262.75829761,4115588.92077166,4762823.18117821,782005.062105678,2001830.37037177
metaproteome,171_2A_1_Run1.Baseline,MLL+17,NA,97792.4930059676,3746676.8051295,524011.471179001,2501612.07960163,3453320.79470129,1474338.01802777,3164737.96738213,768748.28214268,2681406.40673537,3435791.18005774,3348177.86550899,1219085.6873683,1913847.07553633,1638938.71753962,1533368.46118099,2025385.59983041,2152436.71365043,2324071.95438595,3110988.79729409,339690.33856082,1345307.70470055
metaproteome,171_3A_1_Run2.LRS,MLL+17,NA,97806.9766008097,3220699.7204549,414345.830511419,2030828.58450882,2604413.29208824,1195277.3769405,2746648.00722268,634606.148364873,2204654.08555444,2771346.5489527,2622203.58866646,1007322.32312217,1567913.54684458,1319417.0813601,1146321.36371472,1570898.77141118,1699319.08332515,1858482.12970618,2627440.08023319,255570.285897712,1072239.65241217
metaproteome,171_4A_Run2.HRS,MLL+17,NA,93628.1825426638,3657935.67000504,495554.260087493,2461173.76466365,3192343.59705071,1415620.10228684,3141129.62055819,702740.730260652,2618861.52609849,3129157.12038211,3223055.1396356,1216270.92766391,1826227.35961768,1514985.32266869,1401413.28539687,1861661.90399469,1995689.97013468,2165271.17130804,2954203.24686445,296258.365324668,1295293.55371844
