protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
metaproteome,H1,TWC+22,NA,4671,177473,9172,128016,164926,59120,166334,34909,129492,126547,136848,50152,65679,78401,55658,94307,77375,123916,166932,8716,46979
metaproteome,H2,TWC+22,NA,3189,128902,7476,93963,125701,42409,123511,25270,99609,96946,102588,40329,49864,58470,41894,70069,57517,94363,124096,5357,34195
metaproteome,H3,TWC+22,NA,2283,88385,4383,64066,85603,29114,83479,17369,68231,64947,70066,27421,34805,39183,28087,48305,38960,63948,83163,3958,23239
metaproteome,H4,TWC+22,NA,1796,65617,4766,47303,64468,22889,65276,13840,52797,55335,56016,21416,29389,31224,21579,40063,31488,46364,63088,3845,19293
metaproteome,H5,TWC+22,NA,4761,185276,7347,123180,169169,58490,168489,32872,135367,131505,144929,52504,72577,75258,56328,94207,82213,122758,168512,8991,46190
metaproteome,H6,TWC+22,NA,1782,71077,4787,52857,72304,24013,68879,14686,59046,57132,60154,24130,30432,32894,24693,40951,33493,49805,68862,3227,20780
metaproteome,H7,TWC+22,NA,6310,244562,11978,177002,231537,82876,232588,48253,182745,181918,204916,71721,98979,111111,81647,142937,117627,167653,231829,13412,68110
metaproteome,H8,TWC+22,NA,4919,196583,8842,128410,171463,59291,182164,33107,139765,137748,147729,54988,75426,79849,58397,95552,84822,130723,178797,7901,46276
metaproteome,UC1,TWC+22,NA,6507,264418,11575,186990,248374,88790,243665,48777,197175,192618,216817,76585,108670,113089,86084,146543,123950,179561,246824,13765,70120
metaproteome,UC2,TWC+22,NA,3338,143619,9814,101321,137361,44958,140669,26844,110387,110376,117061,47719,56537,63127,46594,79548,63518,98893,142578,5839,37998
metaproteome,UC4,TWC+22,NA,2953,114571,4414,79082,106438,38380,102346,19691,82638,83239,90654,30549,46544,47346,36000,55888,51876,75973,104609,6211,28879
metaproteome,UC5,TWC+22,NA,1020,35873,2127,30666,40867,14298,36762,9124,31757,28856,32832,11653,16429,18519,13463,23030,17690,26862,37481,2490,12592
metaproteome,UC6,TWC+22,NA,857,39763,300,25935,34943,11011,34590,5096,27882,24843,30168,10114,14851,14282,11424,17596,18169,26646,35014,1173,8237
metaproteome,UC8,TWC+22,NA,2813,106474,4741,79767,103239,38053,104140,23145,81409,76295,83729,30814,41339,49324,34879,59202,48501,75632,100509,5577,30422
metaproteome,UC9,TWC+22,NA,1823,63184,4811,45619,61873,23477,64336,15541,49126,45358,49111,21865,23533,30645,19461,35210,26240,47499,62049,3261,18969
metaproteome,UC11,TWC+22,NA,23,968,48,601,702,290,905,171,530,630,700,324,385,369,233,387,536,623,898,41,222
metaproteome,UC15,TWC+22,NA,4017,179935,12011,130968,172232,61331,175376,33695,133966,135665,150349,59969,73815,81383,60262,101042,83875,125087,176021,8843,49720
metaproteome,UC23F,TWC+22,NA,3982,156170,10651,110714,148075,53959,153717,32605,117000,109779,124499,50186,58317,71032,54288,86681,68482,108338,149238,6625,44192
